Product_name,Category,Review,Overall Sentiment Score,reviewer_name,age,gender,area
Fanta Portello 1.5 Ltr,Soda,Great deal ever on any platform. Fresh dates on bottle. Highly recommended. ,0,Taylor Emily,70,Female,Southern
Fanta Portello 1.5 Ltr,Soda,Scrumptious 👍,0,Smith Jane,64,Male,North Western
Fanta Portello 1.5 Ltr,Soda,Great Product ! Thank You Daraz! Delevery is bit slow,0,Taylor Zidan,56,Male,Western
Fanta Portello 1.5 Ltr,Soda,Well packaged and delivered on time. Good service ,0,Williams John,32,Male,North Central
Fanta Portello 1.5 Ltr,Soda,I didn't get 500ml free bottle for 1.5 leter,4,Jones Jane,37,Female,Sabaragamuwa
Fanta Portello 1.5 Ltr,Soda,Very good tasty soft drinks ,1,Wilson Daniel,62,Male,Eastern
Fanta Portello 1.5 Ltr,Soda,Good happening,1,Bathri David,23,Male,Southern
Fanta Portello 1.5 Ltr,Soda,I got my order within one day . super fast delivery and well packed .Thank you for your amazing service .😊😊,0,Johnson Michael,69,Male,Northern
Fanta Portello 1.5 Ltr,Soda,"Elegant packing, good price",0,Vithujan Michael,49,Female,North Central
Fanta Portello 1.5 Ltr,Soda,"super product , recommended",0,Soosai Zidan,73,Male,Sabaragamuwa
Fanta Portello 1.5 Ltr,Soda,"fast delivery,good packed ",2,Davis Olivia,49,Male,Northern
Fanta Portello 1.5 Ltr,Soda,Nice packaging! Great 👌,0,Wilson Karthi,45,Female,North Western
Elephant House Cream Soda 1L,Soda,Daraz Mart Is The Best. Highly Recommend,0,Soosai Karthi,20,Female,Northern
Elephant House Cream Soda 1L,Soda,"Well package, quick delivery",1,Smith Daniel,55,Female,Northern
Elephant House Cream Soda 1L,Soda,well packed and good delivery service..highly recommend for seller...thank you daraz..❤️☺️,0,Jones Sophia,55,Female,Central
Elephant House Cream Soda 1L,Soda,good packing methed,1,Smith Jane,64,Male,North Western
Elephant House Cream Soda 1L,Soda,fast delivery.packaging is good.thank you..,2,Williams John,32,Male,North Central
Elephant House Cream Soda 1L,Soda,my favourite drink,2,Davis Saini,50,Female,Southern
Elephant House Cream Soda 1L,Soda,good discount which cannot be found any where ,1,Soosai Michael,58,Male,Central
Elephant House Cream Soda 1L,Soda,Great. Fresh manufacturing date.,1,Kumar Matthew,30,Male,Northern
Elephant House Cream Soda 1L,Soda,Delivery before mention date. Safe package. ,1,Davis David,66,Female,Western
Elephant House Cream Soda 1L,Soda,Box was broken and delivery is to late,4,Soosai Sophia,32,Male,Eastern
Elephant House Cream Soda 1L,Soda,came with good packing. good service ,0,Vithujan Saini,34,Male,North Western
Elephant House Cream Soda 1L,Soda,Safety packing and good delivery,0,Davis David,66,Female,Western
Elephant House Cream Soda 1L,Soda,well packed 💐and quality item👌 valuable gift 💚 ,0,Maryam Matthew,67,Male,Western
Pepsi 1.5L PET,Soda,Good packing. Worth the money. Delivery took months. ,1,Anderson Olivia,37,Female,Western
Pepsi 1.5L PET,Soda,Purchasing for third time. Yummy😋 as always.,2,Christopher Saini,19,Female,Central
Pepsi 1.5L PET,Soda,Tasty. Good packing. Satisfied. Good deal also,0,Soosai Zidan,73,Male,Sabaragamuwa
Pepsi 1.5L PET,Soda,"Bittle was leaked, so box also damaged",3,Kumar Emma,71,Male,Eastern
Pepsi 1.5L PET,Soda,Tasty. Sweetness is decent.👍 Delivery was late by one day.,1,Bathri Emily,21,Male,Southern
Pepsi 1.5L PET,Soda,"price worthy, well packed , buying more in future.",0,Anderson David,30,Male,North Western
Pepsi 1.5L PET,Soda,good and fast delivery service. good offer,0,Kumar Matthew,30,Male,Northern
Pepsi 1.5L PET,Soda,Not received. not recommend this seller ,0,Vithujan David,57,Female,North Central
Pepsi 1.5L PET,Soda,Well packaged and handled with care ,0,Soosai Emma,71,Female,Eastern
Pepsi 1.5L PET,Soda,Nice packaging! Great 👌,0,Wilson Albert,24,Male,Uva
Pepsi 1.5L PET,Soda,I'm very pleased ,0,Brown Albert,22,Female,Northern
Pepsi 1.5L PET,Soda,Received. Thank you daraz your service is perfect,0,Johnson Michael,69,Male,Northern
Pepsi 1.5L PET,Soda,"This is the second time I ordered from the same store, the delivery was very fast but the packaging was terrible. The box was damaged very badly. Really disappointed, but fortunately the product was in good shape. ",3,Kumar Albert,37,Female,North Central
Pepsi 1.5L PET,Soda,Came with free kottu packet,3,Smith David,45,Female,North Western
Elephant House Necto 1.5L,Soda,In good shape. thank you for the quick delivery,0,Miller Karthi,64,Female,Eastern
Elephant House Necto 1.5L,Soda,Fast delivery. Quality packaging,2,Taylor David,36,Male,Sabaragamuwa
Elephant House Necto 1.5L,Soda,thanks daraz.fast shipping,1,Anderson Emma,24,Male,North Central
Elephant House Necto 1.5L,Soda,Super price ☺️,1,Wilson Olivia,45,Male,Eastern
Elephant House Necto 1.5L,Soda,Only bottles didn't come.,2,Brown Zidan,53,Male,Northern
Elephant House Necto 1.5L,Soda,good and well packing. best product. worth for money. fast & safe delivery. highly recommended... thank you darz for your services,0,Wilson Sophia,30,Female,North Western
Elephant House Necto 1.5L,Soda,"hi! Thanks for quick delivery just on-time. very carefully packed with warning to the person handling -""LIQUID INSIDE"". fantastic. by the way this review is for whole lot delivered now. I e I got 4 items in the lot. thanks again and after opening the package I shall continue review re- the items. hv a nice day",0,Williams Karthi,53,Female,Western
Elephant House Necto 1.5L,Soda,Fresh product with free delivery 🤩🤩 Delivery is super fast within 24hrs means superb Highly Recommended ,0,Anderson David,30,Male,North Western
Elephant House Necto 1.5L,Soda,Product as described. Good quality. nicely packed. It should be new from the production facility because the M.D.F. was couple of weeks old. Timely delivery. No damages. Very Convenient online service. Thank You Daraz. ,1,Maryam Michael,42,Female,Central
Elephant House Necto 1.5L,Soda,it's better to pack the bottle in other way because bottle move freely inside the box. To protect the the product qulity i thing it shoudn't shake. Anyway good product. Thank you.,0,Davis David,66,Female,Western
Elephant House Necto 1.5L,Soda,Always well packed and always arrives fast. Thank you so much it is much appreciated the service that you provide.,0,Soosai Thinesh,74,Female,Northern
Elephant House Necto 1.5L,Soda,"nice secure packaging. exapire date also ok. but only problem is took about 4 days , thanks to super slow, ABS (Abans) courier service. ",0,Bathri David,23,Male,Southern
Elephant House Necto 1.5L,Soda,Was late to deliver maybe a system error. The bottle was leaked eventhough packed carefully.,4,Soosai Saini,38,Female,Sabaragamuwa
Elephant House Necto 1.5L,Soda,Worth promotion. Well packed and delivered without any damage to the glasses.,0,Smith John,19,Male,Northern
Araliya Premium Keeri Samba Rice - 5Kg,Rice,"I finally received my package today, nearly one and a half months later. Despite the last hour, all items arrived undamaged. Thank you Daraz, for acting on my complaint and delivered without issue. ❤",2,Wilson Karthi,45,Female,North Western
Araliya Premium Keeri Samba Rice - 5Kg,Rice,Thank you daraz and team.. Got the rice bag in spl discount offer...,1,Smith Michael,61,Male,Northern
Araliya Premium Keeri Samba Rice - 5Kg,Rice,Good packing.Reasonable price.Good quality.Fast Delivery.Efficient service from Daraz.well organised packaging boxes and friendly service . Thank you Daraz,0,Davis Olivia,49,Male,Northern
Araliya Premium Keeri Samba Rice - 5Kg,Rice,Best product and reasonable price,0,Soosai Albert,28,Female,Central
Araliya Premium Keeri Samba Rice - 5Kg,Rice,"After cooked is good, no problem in the item. Recommend as good seller. Thanks to Fulfilled by Daraz team.",0,Taylor Michael,18,Male,Western
Araliya Premium Keeri Samba Rice - 5Kg,Rice,please note I didnt find this order anymore.but you sent me as it was deliverd only one item (only 01 rice pack).but i have orderd 5 pcs pkg for my parents home. Pls check on this bcs this is too late aswell.Pls refund my all money if unable to place it.I orderd and paid tou on 26th of August.,1,Bathri David,23,Male,Southern
Araliya Premium Keeri Samba Rice - 5Kg,Rice,I have ordered 2 nadu rice bags and 2 samba rice bags but i got only 2 nadu rice and only 1 samba rice your have to handover 1 bag of samba rice i have called to customer care several times and they said write a comment on your review section,0,Smith Daniel,55,Female,Northern
Araliya Premium Keeri Samba Rice - 5Kg,Rice,quality product with maximum retail prize . recommend 👌,0,Bathri Saini,35,Male,North Central
Araliya Premium Keeri Samba Rice - 5Kg,Rice,Product was in good condition. Well packed and fast delivery. Thank you so much. ,0,Miller Vinoth,31,Male,Western
Araliya Premium Keeri Samba Rice - 5Kg,Rice,Product as described. Nicely carefully packed ,1,Christopher John,26,Male,North Western
Araliya Premium Keeri Samba Rice - 5Kg,Rice,"A daily needs Item, we usually buying it, from our local super markets. Thanks to Daraz it made me to buy with big discounts.",0,Soosai Emma,71,Female,Eastern
Araliya Premium Keeri Samba Rice - 5Kg,Rice,"Inside is broken kiri samba. The name is ""Satake Kiri Samba"" ""SATAKE KEERI SAMBA, okay, so the name shows that this Kiri Samba is not standard. It's even better, Ponni Samba.",0,Brown Emily,61,Male,Southern
Araliya Premium Keeri Samba Rice - 5Kg,Rice,"I have just received my order, Thank you very much seller and Daraz for the gift voucher 🤩🤩Well packaging and Good quality #ExcellentService  ",0,Christopher Jane,34,Male,Sabaragamuwa
Araliya Premium Keeri Samba Rice - 5Kg,Rice,"safely packed well . I ordered more products from this Store . no complaints yet to this shop , the liquid is also wrapped with bubble wrap in a one by one and therefore any leaks . thanks a lot & I hope to shop with this store again ...",0,Brown David,34,Male,North Central
Araliya Premium Keeri Samba Rice - 5Kg,Rice,"Don't buy , dead and live worms.",0,Bathri Karthi,35,Female,North Western
Araliya Premium Keeri Samba Rice - 5Kg,Rice,Good offer. Delivered within 2 days. Satisfied with the purchase.,0,Taylor Olivia,50,Male,Northern
Araliya Premium Keeri Samba Rice - 5Kg,Rice,Quality product recommended and good price. Quickly delivered ,1,Anderson Vinoth,61,Male,Eastern
India Gate IG Exotic 1Kg,Rice,Sent from both though I order Exotic .,1,Johnson Emily,19,Male,Southern
India Gate IG Exotic 1Kg,Rice,Well packed. Thanks daraz,0,Kumar Saini,53,Female,Northern
India Gate IG Exotic 1Kg,Rice,I ordered 5 india gate exotic 1kg packet 5 your send 4 India gate rice and ariya basmathi rice,0,Taylor Emily,70,Female,Southern
India Gate IG Exotic 1Kg,Rice,good item promotional price good packing send without damages,0,Johnson Zidan,69,Male,Eastern
India Gate IG Exotic 1Kg,Rice,Recommended and superb worth for the money.,0,Bathri John,70,Male,North Central
India Gate IG Exotic 1Kg,Rice,Not much good.,4,Smith David,45,Female,North Western
India Gate IG Exotic 1Kg,Rice,Very good quality and tasty. Recommended.,0,Soosai Karthi,20,Female,Northern
India Gate IG Exotic 1Kg,Rice,Always trust small fantastic but orther sellers are not reliable and honest ,2,Kumar Karthi,63,Female,Central
India Gate IG Exotic 1Kg,Rice,Really tasty. Even fried rice or regular rice taste good.,1,Vithujan Thinesh,73,Male,North Western
India Gate IG Exotic 1Kg,Rice,Good product for reasonable price . Thank Thank you Daraz,0,Johnson Emily,19,Male,Southern
India Gate IG Exotic 1Kg,Rice,Quickly delivered. Well packed. Still not cook and will give review about the quality after use. i think quality will be good.,0,Brown Olivia,27,Female,Sabaragamuwa
India Gate IG Exotic 1Kg,Rice,perfect as always but price is unbearable now.cannot afford now.😭😭,1,Wilson Michael,30,Female,Central
India Gate IG Exotic 1Kg,Rice,i got the package. good 👍 satisfied,0,Wilson Daniel,62,Male,Eastern
India Gate IG Exotic 1Kg,Rice,received quick with safe packing,1,Christopher Saini,19,Female,Central
Fortune Biriyani 01 Kg,Rice,Trust daraz mall but too much shipping cost then discourage to buy,4,Williams David,21,Male,Uva
Fortune Biriyani 01 Kg,Rice,Thanks d'mart this was nice aromatic and proper quality basmathi.,0,Soosai Michael,58,Male,Central
Fortune Biriyani 01 Kg,Rice,nice rice for buriyani...and reasonable price with offers...I recommend this product..,0,Miller Michael,45,Female,Western
Fortune Biriyani 01 Kg,Rice,Best type of basmathi rice in Sri Lanka. Came on time. Very good packing and excellent customer service. Thanks,0,Williams Jane,59,Male,Northern
Fortune Biriyani 01 Kg,Rice,"Good product, came well packed and delivered in very quick time.",0,Davis John,19,Female,Uva
Fortune Biriyani 01 Kg,Rice,quality of the rice as expected and described.. thanks to the seller,1,Taylor John,26,Male,Northern
Fortune Biriyani 01 Kg,Rice,Amazing product. Very fragrant & delicious. Highly recommended.,0,Taylor Emma,38,Female,Northern
Fortune Biriyani 01 Kg,Rice,i have ordeted the same product with the same bank card last week and you have chared only Rs. 2165/-. But why is it Rs 2460/- today ?,2,Christopher John,26,Male,North Western
Fortune Biriyani 01 Kg,Rice,Quality is poor. It doesn't smell and taste like basmati rice. Its just long rain rice.,2,Christopher John,26,Male,North Western
Fortune Biriyani 01 Kg,Rice,want to know wether this 10% discount is given only on the first order. ,2,Smith David,45,Female,North Western
Fortune Biriyani 01 Kg,Rice,It’s very useful for making buriyani & friedrice I love this product ,0,Bathri Michael,66,Female,Sabaragamuwa
Fortune Biriyani 01 Kg,Rice,Perfect condition well packed,0,Smith Michael,61,Male,Northern
Fortune Biriyani 01 Kg,Rice,Good Product & fast delivery by seller,1,Jones Olivia,47,Male,Central
Fortune Biriyani 01 Kg,Rice,Really good basmati rice. I think rozana level of quality. Fragrant when cooked. ,1,Vithujan Daniel,28,Female,Eastern
Fortune Biriyani 01 Kg,Rice,The prices are very reasonable. sometimes it is cheaper to get it from Daraz than from local retail stores /supermarkets.,2,Bathri John,70,Male,North Central
Nipuna Samba Rice - 10kg,Rice,"Received item, better price buying from supermarket ",1,Jones Michael,35,Male,Northern
Nipuna Samba Rice - 10kg,Rice,Dilivery happend in hours... Less than a day,1,Johnson Emma,28,Male,Central
Nipuna Samba Rice - 10kg,Rice,Excelllent.. Reasonable price.. No damage👍,4,Vithujan Emily,27,Male,Western
Nipuna Samba Rice - 10kg,Rice,yet to try but well packed.,1,Christopher Emma,29,Female,North Central
Nipuna Samba Rice - 10kg,Rice,very poor packing due that dhal spiled where in the box,4,Taylor David,36,Male,Sabaragamuwa
Nipuna Samba Rice - 10kg,Rice,Good quality product. Neatly packed in box.,0,Taylor Saini,34,Female,Uva
Nipuna Samba Rice - 10kg,Rice,Superb quality rice. Great taste. Thanks.,0,Jones Saini,60,Female,North Central
Nipuna Samba Rice - 10kg,Rice,"Correct item delivered on time very speed delivery, Thank you, new product batch.",1,Vithujan Olivia,60,Male,Sabaragamuwa
Nipuna Samba Rice - 10kg,Rice,Happy with the product.,1,Maryam Saini,38,Female,Western
Nipuna Samba Rice - 10kg,Rice,Everything was perfect!,1,Bathri Michael,66,Female,Sabaragamuwa
Nipuna Samba Rice - 10kg,Rice,very dissapointed about the product. The package of rice has been contaminated,2,Wilson Albert,24,Male,Uva
Nipuna Samba Rice - 10kg,Rice,exelent product and very reasonable price 👍,2,Brown Saini,31,Male,North Western
Nipuna Samba Rice - 10kg,Rice,Highly recommended & nicely wrapped too... Fast delivery. Thank you Daraz,0,Wilson Thinesh,57,Male,Sabaragamuwa
CIC White Basmati Rice 2kg,Rice,im really happy to buying product in Daraz,0,Smith Jane,64,Male,North Western
CIC White Basmati Rice 2kg,Rice,I have ordered 5* suduru samba 2kg and 5* cic white basmathi rice 2kg packets but I only received 4*suduru samba rice and 3*cic basmathi rice packet only 1* suduru samba and 2* basmati packet was missing this missing item was happend to me in second time now I will never buy any products from daraz hereafter,3,Christopher Emily,56,Female,Sabaragamuwa
CIC White Basmati Rice 2kg,Rice,thank you very good packing qucik deliver I am very happy with my order once again thank you so much ❤😊😊,0,Davis Emily,72,Female,Sabaragamuwa
CIC White Basmati Rice 2kg,Rice,"Ordered 2, one packet was damaged and rice was everywhere in the daraz bag",0,Williams David,21,Male,Uva
CIC White Basmati Rice 2kg,Rice,"Good product, also efficiently packed and delivered fast.",0,Williams Olivia,53,Male,Sabaragamuwa
CIC White Basmati Rice 2kg,Rice,the pack was damaged and rice leaking..there were ants ,0,Christopher Emma,29,Female,North Central
CIC White Basmati Rice 2kg,Rice,Excellent Products Very good quality Recommended. ,0,Johnson Emma,28,Male,Central
CIC White Basmati Rice 2kg,Rice,Whole discount gose for transportation cost 🙄,2,Kumar Sophia,47,Female,Uva
CIC White Basmati Rice 2kg,Rice,Got it on time highly recommended than thank you ,1,Wilson Olivia,45,Male,Eastern
CIC White Basmati Rice 2kg,Rice,safely packed and delivered in 2days.,1,Williams Saini,46,Female,North Central
CIC White Basmati Rice 2kg,Rice,"Nicely packed , still not used",1,Miller John,44,Male,Uva
CIC White Basmati Rice 2kg,Rice,Product as described and received within a day. Nicely carefully packed. Really satisfied with the product. Recommended this seller and product to everyone.,0,Bathri Daniel,59,Male,North Western
CIC White Basmati Rice 2kg,Rice,Received in a good condition. Thank You...,0,Miller Emily,42,Female,Southern
Araliya Premium Red Nadu Rice - 5Kg,Rice,The last job. There's about 4 kg in the pack. A Damege pack. It looks like a damege before putting it in the box. Very poor seller..,4,Davis Vinoth,49,Female,Southern
Araliya Premium Red Nadu Rice - 5Kg,Rice,Super fast delivery.,1,Smith Saini,47,Male,Uva
Araliya Premium Red Nadu Rice - 5Kg,Rice,arrived it quickly safely packed well and hope to deal with you again,0,Maryam Daniel,61,Female,Western
Araliya Premium Red Nadu Rice - 5Kg,Rice,The expiration date is very close.,0,Christopher Jane,34,Male,Sabaragamuwa
Araliya Premium Red Nadu Rice - 5Kg,Rice,Well packed... Received on time,1,Davis John,19,Female,Uva
Araliya Premium Red Nadu Rice - 5Kg,Rice,Sand particles are mixed with rice. Plz clean the rice properly. Otherwise rice quality is excellent 😏😏,0,Vithujan Albert,61,Female,Northern
Araliya Premium Red Nadu Rice - 5Kg,Rice,"Delivery has been going on for a week. At 9 p.m., i found the goods at home. The goods sent were stuffed in the rice.",2,Smith Saini,47,Male,Uva
Araliya Premium Red Nadu Rice - 5Kg,Rice,"for Delivery , they have taken long time. I'm not happy with delivery time period ..",4,Vithujan Albert,61,Female,Northern
Araliya Premium Red Nadu Rice - 5Kg,Rice,"It takes long time to recive,i like araliya rice not recommend the seller.",2,Soosai Thinesh,74,Female,Northern
Araliya Premium Red Nadu Rice - 5Kg,Rice,good product. took sometime to deliver though,1,Jones David,50,Male,North Central
Araliya Premium Red Nadu Rice - 5Kg,Rice,label has changed. not sure about the expiry date,1,Anderson Olivia,37,Female,Western
Araliya Premium Red Nadu Rice - 5Kg,Rice,Very Good. I highly recommend. Thank you.,0,Bathri Emma,60,Female,Southern
Araliya Premium Red Nadu Rice - 5Kg,Rice,"short expire, expiry date labels are replaced",0,Davis Sophia,51,Female,Western
Araliya Premium Samba Rice - 5Kg,Rice,Happy with the product and delivery,1,Vithujan Saini,34,Male,North Western
Araliya Premium Samba Rice - 5Kg,Rice,Well packed. excellent service. 👌,0,Kumar Albert,37,Female,North Central
Araliya Premium Samba Rice - 5Kg,Rice,Items good condition thank you ,0,Wilson Albert,24,Male,Uva
Araliya Premium Samba Rice - 5Kg,Rice,Thanks for the quick delivery ,1,Davis Albert,30,Female,Central
Araliya Premium Samba Rice - 5Kg,Rice,"DON'T BUY FROM DARAZ, ",1,Vithujan Emma,44,Male,Northern
Araliya Premium Samba Rice - 5Kg,Rice,The product no problem and very cheap as good quality. Thanks Daraz mart.,1,Maryam David,55,Female,North Central
Araliya Premium Samba Rice - 5Kg,Rice,"The item nicely packed and I recommended the Daraz mart good in grocery products, thanks Daraz.",0,Davis Daniel,35,Male,Southern
Araliya Premium Samba Rice - 5Kg,Rice,It's take one month for delivery...packege was ok...thanks,2,Anderson David,30,Male,North Western
Araliya Premium Samba Rice - 5Kg,Rice,These bags were not delivered. Driver called and said he did not have enough fuel. Over a week ago. Where are they?00000,2,Soosai Jane,70,Female,Southern
Araliya Premium Samba Rice - 5Kg,Rice,quality product fast delivery,2,Bathri Olivia,44,Female,Uva
Araliya Premium Samba Rice - 5Kg,Rice,y r u samba rice price toomuch?one week before price one 5kg bag 537/= now one bag 5kg 570/= you what the reason??,2,Williams Matthew,41,Female,Northern
Araliya Premium Samba Rice - 5Kg,Rice,Very delicious rice. Yamii... highly recommended this rice. taste like superb ....,0,Wilson Daniel,62,Male,Eastern
Araliya Premium Samba Rice - 5Kg,Rice,packaging was so good and delivery was so fast. Thank you so much.,0,Johnson Karthi,52,Male,Sabaragamuwa
Araliya Premium White Raw Rice - 5Kg,Rice,"Nice package, quick delivery and excellent goods..!!!thank you all!!!",0,Kumar David,73,Female,Sabaragamuwa
Araliya Premium White Raw Rice - 5Kg,Rice,packaged well and delivered quickly excellent product and seller,0,Vithujan David,57,Female,North Central
Araliya Premium White Raw Rice - 5Kg,Rice,Very good quality product. Highly Recommended. ,0,Johnson John,21,Female,North Western
Araliya Premium White Raw Rice - 5Kg,Rice,Delivered on time. Always better to use Cash on Delivery.,1,Davis Vinoth,49,Female,Southern
Araliya Premium White Raw Rice - 5Kg,Rice,Good Service. Daraz makes life style easier. Thanz Daraz,0,Taylor Saini,34,Female,Uva
Araliya Premium White Raw Rice - 5Kg,Rice,Thank you very much 👍👍👍seller and Daraz 🤗 HIGHLY RECOMMEND,0,Miller Sophia,32,Male,Northern
Araliya Premium White Raw Rice - 5Kg,Rice,Items in good condition. Nicely packed. Look like the labels have been replaced with a new sticker because I can see the old sticker mark.. Maybe product has a short expiry date??? Who knows..🤭🤭🤭🤭New sticker MFD 2022.05.03 EXP 2022.10.05 😏😅🙃,0,Jones Matthew,23,Male,North Central
Araliya Premium White Raw Rice - 5Kg,Rice,there were tiny germs in it. bad quality. had to return it. but no one still came to pick it up even after 9 days. will never buy food items from Daraz.,3,Soosai Emma,71,Female,Eastern
Araliya Premium White Raw Rice - 5Kg,Rice,The daraz seal was broken in the package ,4,Jones Matthew,23,Male,North Central
Araliya Premium White Raw Rice - 5Kg,Rice,Very bad seller. Rice isn't good. Gulla has sent the rice.. ,3,Anderson Olivia,37,Female,Western
Araliya Premium White Raw Rice - 5Kg,Rice,Item received today.got good discount too.Thank you Daraz...!!!,1,Wilson Michael,30,Female,Central
Araliya Premium White Raw Rice - 5Kg,Rice,thank you daraz....good packing and very fast delivery....,1,Williams Thinesh,39,Female,Eastern
Araliya Premium White Raw Rice - 5Kg,Rice,Exsalant prodect and fast delivery thanx for daraz,2,Christopher Albert,64,Male,Uva
LAVAZZA Crema E Gusto Classico Ground Coffee 250g Made in Italy,Coffee,Authentic product. Expiration date is as advertised. Good packaging for the transportation.,1,Christopher Emma,29,Female,North Central
LAVAZZA Crema E Gusto Classico Ground Coffee 250g Made in Italy,Coffee,Good Product.,1,Soosai David,71,Female,Western
LAVAZZA Crema E Gusto Classico Ground Coffee 250g Made in Italy,Coffee,original packing was removed and opened when i received it. cant be the original. taste like burbon,0,Vithujan David,57,Female,North Central
LAVAZZA Crema E Gusto Classico Ground Coffee 250g Made in Italy,Coffee,Really good coffee… and original stuff… I have been buy from them for a while now…highly recommended,0,Davis Emily,72,Female,Sabaragamuwa
LAVAZZA Crema E Gusto Classico Ground Coffee 250g Made in Italy,Coffee,I am not sure if this is originally from Italy because the Lavazza I drink overseas is so different quality and aroma.,4,Kumar Vinoth,23,Female,Western
LAVAZZA Crema E Gusto Classico Ground Coffee 250g Made in Italy,Coffee,Authentic Product. Used with an espresso machine with an open portafilter. Flavour and aroma are really good. Crema is not very obvious compared to freshly grounded coffee. Coffee flavor is a little on the strong side.,0,Anderson Emma,24,Male,North Central
LAVAZZA Crema E Gusto Classico Ground Coffee 250g Made in Italy,Coffee,"coffee is fine, the price reflects quality, but if youare to use it, better have a coffee press to extract the best flavour and caffeine per gram.",0,Smith John,19,Male,Northern
LAVAZZA Crema E Gusto Classico Ground Coffee 250g Made in Italy,Coffee,"Great tasting coffee, using with a brewer. Highly recommended. ",0,Davis Daniel,35,Male,Southern
LAVAZZA Crema E Gusto Classico Ground Coffee 250g Made in Italy,Coffee,Original product and very quick delivery. Extremely pleased!,0,Bathri Jane,56,Female,Sabaragamuwa
LAVAZZA Crema E Gusto Classico Ground Coffee 250g Made in Italy,Coffee,My favourite cup of coffee..Well packed. Well delivered.,1,Anderson Daniel,75,Male,Northern
LAVAZZA Crema E Gusto Classico Ground Coffee 250g Made in Italy,Coffee,Original product. Delivered within 2 days. Thank You! 😃,0,Miller Albert,69,Male,Sabaragamuwa
LAVAZZA Crema E Gusto Classico Ground Coffee 250g Made in Italy,Coffee,"took two weeks to arrive, other than that its good",1,Johnson Zidan,69,Male,Eastern
LAVAZZA Crema E Gusto Classico Ground Coffee 250g Made in Italy,Coffee,Very good product. Fast delivery..Love it ❤ ,1,Jones Michael,35,Male,Northern
Premium Quality And Healthy Lavazza Qualita 100% Arabica Ground Coffee,Coffee,"Great coffee, Genuine stuff. Quick delivery ",0,Bathri Jane,56,Female,Sabaragamuwa
Premium Quality And Healthy Lavazza Qualita 100% Arabica Ground Coffee,Coffee,original very good product highly recommend,0,Bathri Albert,41,Male,Eastern
Premium Quality And Healthy Lavazza Qualita 100% Arabica Ground Coffee,Coffee,Great quality product. Value for money.,0,Christopher Matthew,23,Female,Uva
Premium Quality And Healthy Lavazza Qualita 100% Arabica Ground Coffee,Coffee,Orginal Coffee at reasonable price. ,2,Wilson Daniel,62,Male,Eastern
Premium Quality And Healthy Lavazza Qualita 100% Arabica Ground Coffee,Coffee,Great product. Recommending to all.,0,Kumar Emma,71,Male,Eastern
Premium Quality And Healthy Lavazza Qualita 100% Arabica Ground Coffee,Coffee,cheaper other places in Negambo ,2,Smith Sophia,41,Female,Sabaragamuwa
Premium Quality And Healthy Lavazza Qualita 100% Arabica Ground Coffee,Coffee,it's original... love the taste,0,Maryam David,55,Female,North Central
Premium Quality And Healthy Lavazza Qualita 100% Arabica Ground Coffee,Coffee,Good coffee... Great seller...,0,Bathri Thinesh,30,Male,North Western
Premium Quality And Healthy Lavazza Qualita 100% Arabica Ground Coffee,Coffee,Was delicious. Recommend.,0,Miller Zidan,56,Male,Sabaragamuwa
Premium Quality And Healthy Lavazza Qualita 100% Arabica Ground Coffee,Coffee,Good coffee. Original product. ,0,Davis John,19,Female,Uva
Premium Quality And Healthy Lavazza Qualita 100% Arabica Ground Coffee,Coffee,Very good! Delicious!,0,Christopher John,26,Male,North Western
Premium Quality And Healthy Lavazza Qualita 100% Arabica Ground Coffee,Coffee,"good , seller has sent more than ordered.",1,Brown Albert,22,Female,Northern
Premium Quality And Healthy Lavazza Qualita 100% Arabica Ground Coffee,Coffee,Best and genuine seller super quality products.Highly recommended.Thank you Daraz.,0,Brown Saini,31,Male,North Western
Cappuccino Bellarom Coffee 200g Made in Italy,Coffee,Fast delivery and good product! thanks.,0,Christopher Saini,19,Female,Central
Cappuccino Bellarom Coffee 200g Made in Italy,Coffee,One of best kind a coffee i had. You should check this out too.,0,Davis Zidan,56,Female,Eastern
Cappuccino Bellarom Coffee 200g Made in Italy,Coffee,Coffee lovers should try this one.... Worth the price,0,Wilson Emily,74,Male,Sabaragamuwa
Cappuccino Bellarom Coffee 200g Made in Italy,Coffee,Easy to prepare - Enjoyable - Excellent aroma.,0,Vithujan David,57,Female,North Central
Cappuccino Bellarom Coffee 200g Made in Italy,Coffee,favour not like Cappuccino it's more like Americano .seller is good send on time.I don't like the favour.,1,Miller Jane,34,Female,North Western
Cappuccino Bellarom Coffee 200g Made in Italy,Coffee,Excellent aroma... Can be easily prepared... Was well packed... Arrived in shortest time.,0,Smith Emily,40,Female,Southern
Cappuccino Bellarom Coffee 200g Made in Italy,Coffee,"Not tasty at all , as a coffee lover , its just so bland to be told as coffee even ",0,Soosai Michael,58,Male,Central
Cappuccino Bellarom Coffee 200g Made in Italy,Coffee,My mom was very happy with it thank you and the customer service was very good,0,Bathri Jane,56,Female,Sabaragamuwa
Cappuccino Bellarom Coffee 200g Made in Italy,Coffee,Excellent product. Very easy to prepare. So creamy and tasty...😄😄 Thank You.,0,Johnson Vinoth,25,Male,Sabaragamuwa
Cappuccino Bellarom Coffee 200g Made in Italy,Coffee,"Good price, Exactly as described, Fast shipping & Arrived quickly. Thank you!",0,Soosai Jane,70,Female,Southern
